"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://mons.in.ua/ru/antymoshka","https://mons.in.ua/ru/antymoshka","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,302","","https://mons.in.ua/ru/antymoshka/","HTTP Redirect","","","1.1","","","","","","https://mons.in.ua/ru/antymoshka","2025-11-17 13:27:29"
"https://avtobania.com.ua/ru/subcategory/antimoshka","https://avtobania.com.ua/ru/subcategory/antimoshka","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,153","","","","","","1.1","","","","","","https://avtobania.com.ua/ru/subcategory/antimoshka","2025-11-17 13:27:32"
"https://ozon-shop.com.ua/p1816858174-antibitum-ochistitel-bituma.html","https://ozon-shop.com.ua/p1816858174-antibitum-ochistitel-bituma.html","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","327","327","327","0,127","","0","","","","","0,000","0","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,188","","https://ozon-shop.com.ua/ua/p1816858174-antibitum-ochistitel-bituma.html","HTTP Redirect","","","1.1","","","","","","https://ozon-shop.com.ua/p1816858174-antibitum-ochistitel-bituma.html","2025-11-17 13:27:29"
"https://venor.ua/ru/aktivnaya-pena-dlya-bezkontaktnoy-moyki","https://venor.ua/ru/aktivnaya-pena-dlya-bezkontaktnoy-moyki","text/html; charset=windows-1251","200","OK","Indexable","","Пена для моек, купить активную пену для бесконтактной мойки, пена для портальных моек VENOR в Украине","101","1027","","0","0","","0","Пена для моек","13","","0","","0","index,follow","","","","","","","","","19728","4152","4152","1,618","","238","92","2,587","100,000","Very Easy","8,691","0","1","","6","1","0","5,000","52","27","0","1","1","0","","","","","d2f508f50d60079bb83d0480a03f746c","0,071","","","","","ru-UA","1.1","","","","","","https://venor.ua/ru/aktivnaya-pena-dlya-bezkontaktnoy-moyki","2025-11-17 13:27:25"
"https://drossel.ua/catalog/kosmetika/f-683_5224_antibitum/index.html","https://drossel.ua/catalog/kosmetika/f-683_5224_antibitum/index.html","text/html; charset=windows-1251","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,103","","","","","","1.1","","","","","","https://drossel.ua/catalog/kosmetika/f-683_5224_antibitum/index.html","2025-11-17 13:27:31"
"https://artdetailing.com.ua/insect-off--antimoshka-110-1-l","https://artdetailing.com.ua/insect-off--antimoshka-110-1-l","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","146","146","146","0,057","","0","","","","","0,000","0","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,146","","","","","","1.1","","","","","","https://artdetailing.com.ua/insect-off--antimoshka-110-1-l","2025-11-17 13:27:33"
"https://automoyka.ua/catalog/ochistiteli-slojnyh-pyaten-pyatnovyvoditeli/nerta-anti-insect-sredstvo-dlya-udaleniya-nasekomyh","https://automoyka.ua/catalog/ochistiteli-slojnyh-pyaten-pyatnovyvoditeli/nerta-anti-insect-sredstvo-dlya-udaleniya-nasekomyh","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","399","399","399","0,155","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,131","","https://automoyka.ua/catalog/ochistiteli-slojnyh-pyaten-pyatnovyvoditeli/nerta-anti-insect-sredstvo-dlya-udaleniya-nasekomyh/","HTTP Redirect","","","1.1","","","","","","https://automoyka.ua/catalog/ochistiteli-slojnyh-pyaten-pyatnovyvoditeli/nerta-anti-insect-sredstvo-dlya-udaleniya-nasekomyh","2025-11-17 13:27:33"
"https://soft99.com.ua/category/avtoshampuni","https://soft99.com.ua/category/avtoshampuni","text/html; charset=UTF-8","200","OK","Indexable","","Автошампуни: купить шампунь для ручной и бесконтактной мойки авто","65","671","Автошампуни — эффективное средство для бережной мойки автомобиля. Удаляют грязь, не повреждая лак, придают блеск и свежесть кузову.","131","952","","0","Автошампуни","11","","0","","0","","","","","","","","","","160218","18806","18806","7,328","","701","213","3,291","100,000","Very Easy","3,549","0","1","","3","1","0","5,000","130","71","0","3","2","0","","","","","6964a42eb4b729a2211fe6abb8d696fd","0,384","","","","","ru","1.1","","","","","","https://soft99.com.ua/category/avtoshampuni","2025-11-17 13:27:27"
"https://uht24.ua/ru/products/ochistitel-bituma-venor-bitev-1-l","https://uht24.ua/ru/products/ochistitel-bituma-venor-bitev-1-l","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,162","","","","","","1.1","","","","","","https://uht24.ua/ru/products/ochistitel-bituma-venor-bitev-1-l","2025-11-17 13:27:25"
"https://sonax.kiev.ua/avtoshampun-sonaksavtoshampun-sonaks.html","https://sonax.kiev.ua/avtoshampun-sonaksavtoshampun-sonaks.html","text/html; charset=utf-8","200","OK","Indexable","","Купить автошампунь для мойки авто SONAX в Киеве, Харькове, Одессе, Львове, Днепре, Запорожье, Ивано-Франковске, Черновцах, Виннице","130","1327","SONAX автошампунь, автомобильный шампунь: характеристики, отзывы, купить автошампунь для мойки авто в магазине Сонакс от 95 до 9990 грн","135","976","Автошампунь для мойки авто, SONAX автошампунь, автомобильный шампунь, купить Автошампунь для мойки авто, купить SONAX автошампунь, автомобильный шампунь","152","SONAX автошампунь, автомобильный шампунь","40","Автомобильные шампуни SONAX","27","","0","","","","https://sonax.kiev.ua/avtoshampun-sonaksavtoshampun-sonaks.html","https://sonax.kiev.ua/avtoshampun-sonaksavtoshampun-sonaks-page-2.html","","","","","358948","37715","37715","14,697","","1435","467","3,073","100,000","Very Easy","3,160","0","0","","4","1","0","5,000","169","98","0","8","7","0","","","","","80f9c3891614a25df285c8041876c9a2","0,345","","","","","ru","1.1","","","","","","https://sonax.kiev.ua/avtoshampun-sonaksavtoshampun-sonaks.html","2025-11-17 13:27:26"
"https://all4dtl.com.ua/index.php?route=product/category&path=94","https://all4dtl.com.ua/index.php?route=product/category&path=94","text/html; charset=utf-8","200","OK","Indexable","","Автошампунь купить ручной шампунь для авто в Украине","52","541","Купить автошампунь для ручной мойки авто в Украине. Автошампунь цена от 200грн купить на сайте all4dtl Высокое качество","119","835","автошампунь купить, автошампунь для ручной мойки, купить автошампунь для ручной мойки, ручной шампунь для авто, шампунь для ручной мойки авто, автошампунь цена купить","166","Автохимия с доставкой по всей Украине и гарантией качества","58","Шампунь для ручной мойки авто в all4dtl","39","Лучший способ выгодно купить ручной шампунь для авто в Украине","62","","","","https://all4dtl.com.ua/index.php?route=product/category&path=94","","","","","","198293","23218","23218","9,048","","1451","359","4,042","100,000","Very Easy","6,266","0","0","","0","0","0","0,000","243","94","0","3","3","0","","","","","ab6a17cb23a09171d922dfb8582a3d67","1,323","","","","","ru","1.1","","","","","","https://all4dtl.com.ua/index.php?route=product/category&path=94","2025-11-17 13:27:34"
"https://artdetailing.com.ua/ochistitel-bituma-i-smol---koch-chemie-teerwasche-a-1-l--r391001-2319830","https://artdetailing.com.ua/ochistitel-bituma-i-smol---koch-chemie-teerwasche-a-1-l--r391001-2319830","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","146","146","146","0,057","","0","","","","","0,000","0","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,144","","","","","","1.1","","","","","","https://artdetailing.com.ua/ochistitel-bituma-i-smol---koch-chemie-teerwasche-a-1-l--r391001-2319830","2025-11-17 13:27:33"
"https://drivecare.com.ua/ru/reitynh-avtoshampunei-dlia-ruchnoi-moiky-luchshye-sredstva-dlia-bezuprechnoho-bleska","https://drivecare.com.ua/ru/reitynh-avtoshampunei-dlia-ruchnoi-moiky-luchshye-sredstva-dlia-bezuprechnoho-bleska","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,155","","","","","","1.1","","","","","","https://drivecare.com.ua/ru/reitynh-avtoshampunei-dlia-ruchnoi-moiky-luchshye-sredstva-dlia-bezuprechnoho-bleska","2025-11-17 13:27:31"
"https://anc.ua/ru/product/antymoshka-1896376","https://anc.ua/ru/product/antymoshka-1896376","text/html;charset=utf-8","200","OK","Indexable","","Антимошка - купить в аптеке Низких Цен ᐉ Цена, отзывы, показания, аналоги, цены в аптеках | АНЦ","95","929","Антимошка - купить в АНЦ.  Инструкция по применению 💊【Аптека Низких Цен】✚ Низкие цены ✔️ Быстрая доставка по Украине","117","820","","0","Антимошка","9","Антимошка крем - эффективное средство от укусов насекомых","57","Фармакологические свойства","26","","","","https://anc.ua/ru/product/antymoshka-1896376","","","","","","217501","33712","33712","13,137","","1643","409","4,017","100,000","Very Easy","6,310","0","2","","3","1","0","5,000","126","98","0","8","8","0","","","","","5ed19021e674231d6da8964d97b2e2bf","0,883","","","","","ru","1.1","","","","","","https://anc.ua/ru/product/antymoshka-1896376","2025-11-17 13:27:34"
"https://autodetailing.ua/ru/catalog/categories/eksterer/mojka/bezkontaktnaya-pena","https://autodetailing.ua/ru/catalog/categories/eksterer/mojka/bezkontaktnaya-pena","text/html; charset=UTF-8","200","OK","Indexable","","Пена для мойки авто, купить активную пену для бесконтактной мойки автомобиля — Autodetailing","92","919","Покупайте【пену для мойки авто】на сайте Автодетейлинг ➤➤➤ Широкий выбор активной пены для мойки автомобиля ⭐ Автокосметика и оборудования от лучших брендов ? Выгодные цены ? Гарантия качества ✅ Доставка по всей Украине ⭐","219","1571","Бесконтактная пена, шампунь для бесконтактной мойки, пена для бесконтактной мойки, бесконтактная химия для автомойки, средство для бесконтактной мойки, активная пена для мойки, продажа, цена, доставка, недорого, Украина, предложение","232","Пена для мойки авто","19","Принцип действия активной пены","30","Правила использования пены для автомоек","39","","","","https://autodetailing.ua/ru/catalog/categories/eksterer/mojka/bezkontaktnaya-pena","","","","","","413096","52230","52230","20,353","","945","243","3,889","100,000","Very Easy","2,469","0","5","","8","1","0","5,000","263","215","0","5","5","0","","","","","2f804d227ea1601d614566200b0fb671","0,820","","","","","ru","1.1","","","","","","https://autodetailing.ua/ru/catalog/categories/eksterer/mojka/bezkontaktnaya-pena","2025-11-17 13:27:33"
"https://ebrand.ua/ru/shampuni-dlia-ruchnoho-myttia","https://ebrand.ua/ru/shampuni-dlia-ruchnoho-myttia","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,151","","https://ebrand.ua/ru/shampuni-dlia-ruchnoho-myttia/","HTTP Redirect","","","1.1","","","","","","https://ebrand.ua/ru/shampuni-dlia-ruchnoho-myttia","2025-11-17 13:27:31"
"https://glosspoint.com.ua/moyka-i-ekster-er/shampuni-dlya-ruchnoy-moyki","https://glosspoint.com.ua/moyka-i-ekster-er/shampuni-dlya-ruchnoy-moyki","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,469","","https://glosspoint.com.ua/moyka-i-ekster-er/shampuni-dlya-ruchnoy-moyki/","HTTP Redirect","","","1.1","","","","","","https://glosspoint.com.ua/moyka-i-ekster-er/shampuni-dlya-ruchnoy-moyki","2025-11-17 13:27:30"
"https://aura.if.ua/avtohimiya/masla-i-tehnicheskie-zhidkosti/ochistitel-bitumnyh-pyaten-antibitum-piton-400-ml.html","https://aura.if.ua/avtohimiya/masla-i-tehnicheskie-zhidkosti/ochistitel-bitumnyh-pyaten-antibitum-piton-400-ml.html","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,051","Fri, 27 May 2022 16:25:35 GMT","","","","","1.1","","","","","","https://aura.if.ua/avtohimiya/masla-i-tehnicheskie-zhidkosti/ochistitel-bitumnyh-pyaten-antibitum-piton-400-ml.html","2025-11-17 13:27:33"
"https://atl.ua/avtohimiya/avtokosmetika-dlya-kuzova/ochistiteli-kuzova/podkhoditdlyaochistitelikuzova-udaleniyabitumnykhpyaten","https://atl.ua/avtohimiya/avtokosmetika-dlya-kuzova/ochistiteli-kuzova/podkhoditdlyaochistitelikuzova-udaleniyabitumnykhpyaten","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,155","","","","","","1.1","","","","","","https://atl.ua/avtohimiya/avtokosmetika-dlya-kuzova/ochistiteli-kuzova/podkhoditdlyaochistitelikuzova-udaleniyabitumnykhpyaten","2025-11-17 13:27:33"
"https://uht24.ua/ru/products/aktivnaya-pena-dlya-beskontaktnoy-moyki-venor-20-kg","https://uht24.ua/ru/products/aktivnaya-pena-dlya-beskontaktnoy-moyki-venor-20-kg","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,167","","","","","","1.1","","","","","","https://uht24.ua/ru/products/aktivnaya-pena-dlya-beskontaktnoy-moyki-venor-20-kg","2025-11-17 13:27:25"
"https://uht24.ua/ru/category/aktivnaya-pena-dlya-beskontaktnoy-moyki","https://uht24.ua/ru/category/aktivnaya-pena-dlya-beskontaktnoy-moyki","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,176","","","","","","1.1","","","","","","https://uht24.ua/ru/category/aktivnaya-pena-dlya-beskontaktnoy-moyki","2025-11-17 13:27:25"
"https://luxwash.ua/ru/ximiya-dlya-avtomoiki-samoobsluzivaniya","https://luxwash.ua/ru/ximiya-dlya-avtomoiki-samoobsluzivaniya","text/html; charset=UTF-8","200","OK","Indexable","","Химия для автомойки самообслуживания | LuxWash","46","490","Эффективная и безопасная химия для автомойки самообслуживания, соответствующая мировым и европейским стандартам качества и безопасности. Бесперебойные поставки и доступные оптовые цены.","185","1369","","0","Химия для автомоек самообслуживания LuxWash","43","Для чего предназначается химия для автомойки самообслуживания «LuxWash»","71","Преимущества химии для автомойки самообслуживания «LuxWash»","59","/robots.txt","","","https://luxwash.ua/ru/ximiya-dlya-avtomoiki-samoobsluzivaniya","","","","","","91504","23601","23601","9,197","","783","146","5,363","100,000","Very Easy","8,366","0","1","","0","0","0","0,000","7","7","0","2","2","0","","","","","97fde623dc0b5ff36c6dd7ed7456027b","0,427","","","","","ru","1.1","","","","","","https://luxwash.ua/ru/ximiya-dlya-avtomoiki-samoobsluzivaniya","2025-11-17 13:27:30"
"https://automoyka.ua/catalog/beskontaktnaya_moyka","https://automoyka.ua/catalog/beskontaktnaya_moyka","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","324","324","324","0,126","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,138","","https://automoyka.ua/catalog/beskontaktnaya_moyka/","HTTP Redirect","","","1.1","","","","","","https://automoyka.ua/catalog/beskontaktnaya_moyka","2025-11-17 13:27:33"
"https://ebrand.ua/ru/ridyna-v-bachok-omyvacha/12137","https://ebrand.ua/ru/ridyna-v-bachok-omyvacha/12137","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,391","","","","","","1.1","","","","","","https://ebrand.ua/ru/ridyna-v-bachok-omyvacha/12137","2025-11-17 13:27:31"
"https://skyfarb.com/ru/zasib-dlia-vydalennia-ta-ochyshchennia-vid-komakh-antymoshka-lotus-500-ml","https://skyfarb.com/ru/zasib-dlia-vydalennia-ta-ochyshchennia-vid-komakh-antymoshka-lotus-500-ml","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,147","","https://skyfarb.com/ru/zasib-dlia-vydalennia-ta-ochyshchennia-vid-komakh-antymoshka-lotus-500-ml/","HTTP Redirect","","","1.1","","","","","","https://skyfarb.com/ru/zasib-dlia-vydalennia-ta-ochyshchennia-vid-komakh-antymoshka-lotus-500-ml","2025-11-17 13:27:28"
"https://vitol.com.ua/ru/product-15058567","https://vitol.com.ua/ru/product-15058567","text/html; charset=windows-1251","200","OK","Indexable","","Средство для удаления насекомых ""Антимошка"" VITOL 400 мл - Vitol","64","641","Купить Средство для удаления насекомых ""Антимошка"" VITOL 400 мл можно в интернет-магазине Витол по лучшей цене оптом и в розницу. Быстрая доставка по всей Украине.","163","1168",",VTGD-4002","10","Средство для удаления насекомых ""Антимошка"" VITOL 400 мл","56","","0","","0","INDEX, FOLLOW","","","https://vitol.com.ua/ru/product-15058567","","","","","","144577","17322","17322","6,750","","2621","1137","2,305","100,000","Very Easy","15,557","0","1","","18","1","0","5,000","139","103","0","13","6","0","","","","","5f228825617ce69d799fcdaed5434008","0,578","","","","","ru","1.1","","","","","","https://vitol.com.ua/ru/product-15058567","2025-11-17 13:27:25"
"https://icw.ua/ru/car-wash-programs","https://icw.ua/ru/car-wash-programs","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","20","20","20","0,008","","0","","","","","0,000","0","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,687","","https://icw.ua/ru/car-wash-programs/","HTTP Redirect","","","1.1","","","","","","https://icw.ua/ru/car-wash-programs","2025-11-17 13:27:31"
