product_id	name	old_categories	new_categories	reason
3917	Гібридний Полірувальний Круг на Термо-Поролоні 125 мм	457	459	круг → Полировальные круги
4021	Міні Акумуляторна Полірувальна Машинка Liquid Elements A800 Pico	457	461	машинка → Полировальные машинки
4142	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Жорсткий Червоний 80 мм	457	459	круг → Полировальные круги
4145	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez М'який Жовтий 150 мм	457	459	круг → Полировальные круги
4146	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez М'який Жовтий 150 мм	457	459	круг → Полировальные круги
4149	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Екстражорсткий Синій 160/20/150 мм	457	459	круг → Полировальные круги
4150	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Екстражорсткий Синій 140/20/125 мм	457	459	круг → Полировальные круги
4151	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Ультрам'який Зелений 125 мм	457	459	круг → Полировальные круги
4152	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Ультрам'який Зелений 150 мм	457	459	круг → Полировальные круги
4155	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Середньої Жорсткості Помаранчевий 150 мм	457	459	круг → Полировальные круги
4156	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Середньої Жорсткості Помаранчевий 150 мм	457	459	круг → Полировальные круги
4157	Поролоновий Полірувальний Круг ZviZZer THERMO Trapez Жорсткий Червоний 150 мм	457	459	круг → Полировальные круги
4158	Гібридний Полірувальний Круг на Термо-Поролоні 76 мм	457	459	круг → Полировальные круги
4323	Ексцентрикова Полірувальна Машинка (хід 15 мм) Liquid Elements T4200	457	461	машинка → Полировальные машинки
4324	Ексцентрикова Полірувальна Машинка (хід 21 мм) Liquid Elements T5200	457	461	машинка → Полировальные машинки
4327	Полірувальна Платформа-Підошва для Машинок Liquid Elements 75 мм	457	459	підошва → Полировальные круги
4328	Полірувальний Круг Середньої Жорсткості Liquid Elements Centriforce V2 Жовтий 75 мм	457	459	круг → Полировальные круги
4330	М'який Полірувальний Круг Liquid Elements Centriforce V2 Зелений 75 мм	457	459	круг → Полировальные круги
4331	М'який Полірувальний Круг Liquid Elements Centriforce V2 Зелений 125 мм	457	459	круг → Полировальные круги
4332	Полірувальний Круг Середньої Жорсткості Liquid Elements Centriforce V2 Жовтий 125 мм	457	459	круг → Полировальные круги
4333	Жорсткий Полірувальний Круг Liquid Elements Centriforce V2 Червоний 125 мм	457	459	круг → Полировальные круги
3623	Компактний Пістолет для Сухої Чистки та Продувки Palm Gun 360°	462	463	пістолет → Торнадор
4020	Апарат для Хімчистки Tornador Z-030 на Підшипниках	462	463	торнадор → Торнадор
4022	Пневматичний Пістолет для Продувки з Гумовим Носиком Air Blow Gun	462	463	пістолет → Торнадор
4023	Професійний Миючий Пилосос-Екстрактор з Підігрівом Води ANAFOR 12/17 PRO	462	464	пилосос → Пылесосы
4335	Апарат для Хімчистки Tornador Z-020 на Трьох Підшипниках (без бака)	462	463	торнадор → Торнадор
4344	Турбосушка ручна Ultimate Turbo Gun	462	463	турбосушка → Торнадор
4348	Міні Торнадор Palm Gun mini	462	463	торнадор → Торнадор
3993	Щітка для детейлінгу салону (Хімчистки)	435	495	щітка для салону → Кисти для детейлинга
4226	Кварцовий Спрей-Сілант для Всіх Поверхонь (до 4 міс.) Gtechniq C2 Liquid Crystal 250 мл	435	438	сілант → Силанты
4338	Гібридне супергідрофобне захисне покриття Ultimate ONYX 50 мл	435	439	покриття → Керамика
